canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1O,CHEMBL339058,=,=,IC50,nM,300.0,I50,M,3E-7
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,CHEMBL34259,=,=,IC50,nM,9.0,IC50,uM,0.009
COCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31351,=,=,Log 1/Ki app,,6.53,Log 1/Ki app,,6.53
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OCCOC,CHEMBL31402,=,=,Log 1/Ki app,,7.22,Log 1/Ki app,,7.22
Nc1ncc(Cc2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)c(N)n1,CHEMBL332325,=,=,Log 1/Ki app,,8.77,Log 1/Ki app,,8.77
CS(=O)(=O)Oc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL118456,=,=,Ki,nM,251.19,Log 1/Ki,,6.6
CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31235,=,=,Log 1/Ki app,,6.25,Log 1/Ki app,,6.25
Nc1ncc(Cc2cc(CO)cc(CO)c2)c(N)n1,CHEMBL31619,=,=,Log 1/Ki app,,6.31,Log 1/Ki app,,6.31
CCCCCCOc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL421896,=,=,Ki,nM,851.14,Log 1/Ki,,6.07
COc1cc(Cc2c(N)nc(N)nc2-c2ccccc2)cc(OC)c1OC,CHEMBL358879,=,=,IC50,nM,3000.0,I50,M,0.000003
Nc1ncc(Cc2cccc(Br)c2)c(N)n1,CHEMBL18898,=,=,Log 1/Ki app,,6.96,Log 1/Ki app,,6.96
CCCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1,CHEMBL57034,=,=,Log 1/Ki app,,8.49,Log 1/Ki app,,8.49
CCCc1nc(N)nc(N)c1Cc1cc(OC)c(OC)c(OC)c1,CHEMBL150543,=,=,IC50,nM,1500.0,I50,M,0.0000015
CS(=O)(=O)Oc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL115787,=,=,Ki,nM,120.23,Log 1/Ki,,6.92
CCCc1nc(N)nc(N)c1Cc1cc(OC)c(O)c(OC)c1,CHEMBL149353,=,=,IC50,nM,800.0,I50,M,8E-7
Nc1ncc(Cc2cccc(F)c2)c(N)n1,CHEMBL19772,=,=,Log 1/Ki app,,6.23,Log 1/Ki app,,6.23
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Log 1/Ki app,,8.87,Log 1/Ki app,,8.87
COCCCCCCCOc1c(OC)cc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL117848,=,=,Ki,nM,63.1,Log 1/Ki,,7.2
COCCCCCCCOc1cc(CC2CN=C(N)N=C2N)ccc1OC,CHEMBL326184,=,=,Ki,nM,69.18,Log 1/Ki,,7.16
COc1cc(Cc2c(N)nc(N)nc2C(C)C)cc(OC)c1OC,CHEMBL357960,=,=,IC50,nM,2000.0,I50,M,0.000002
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,M,5E-9
CCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31946,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
NC1=NCC(Cc2cccc(Cl)c2)C(N)=N1,CHEMBL119101,=,=,Ki,nM,223.87,Log 1/Ki,,6.65
NC1=NCC(Cc2cc(Br)c(N)c(Br)c2)C(N)=N1,CHEMBL118649,=,=,Ki,nM,1.413,Log 1/Ki,,8.85
COc1cc(Cc2c(C)nc(N)nc2N)cc(OC)c1OC,CHEMBL325533,=,=,IC50,nM,100.0,I50,M,1E-7
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,Log 1/Ki app,,6.18,Log 1/Ki app,,6.18
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19383,=,=,Log 1/Ki app,,6.78,Log 1/Ki app,,6.78
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
NC1=NCC(Cc2cccc(Br)c2)C(N)=N1,CHEMBL118751,=,=,Ki,nM,109.65,Log 1/Ki,,6.96
CCCCOc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL119902,=,=,Ki,nM,128.82,Log 1/Ki,,6.89
NC1=NCC(Cc2cccc(C(F)(F)F)c2)C(N)=N1,CHEMBL119206,=,=,Ki,nM,95.5,Log 1/Ki,,7.02
NC1=NCC(Cc2cccc(CO)c2)C(N)=N1,CHEMBL325717,=,=,Ki,nM,524.81,Log 1/Ki,,6.28
COc1cc(Cc2c(N)nc(N)nc2SC)cc(OC)c1OC,CHEMBL150538,>,>,IC50,nM,450000.0,I50,M,0.00045
Nc1ncc(Cc2ccc([N+](=O)[O-])cc2)c(N)n1,CHEMBL19414,=,=,Log 1/Ki app,,6.2,Log 1/Ki app,,6.2
COc1ccc(Cc2cnc(N)nc2N)cc1C(F)(F)F,CHEMBL277391,=,=,Log 1/Ki app,,7.69,Log 1/Ki app,,7.69
CCCCOc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,CHEMBL332515,=,=,Log 1/Ki app,,8.96,Log 1/Ki app,,8.96
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1OCc1ccccc1,CHEMBL119068,=,=,Ki,nM,3.802,Log 1/Ki,,8.42
COc1ccc(CC2CN=C(N)N=C2N)cc1OS(C)(=O)=O,CHEMBL118229,=,=,Ki,nM,15.85,Log 1/Ki,,7.8
COc1cc(CC2CN=C(N)N=C2N)cc(OC)c1Br,CHEMBL332543,=,=,Ki,nM,6.607,Log 1/Ki,,8.18
CC(=O)Nc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL116376,=,=,Ki,nM,128.82,Log 1/Ki,,6.89
NC1=NCC(Cc2cc(Cl)c(N)c(Cl)c2)C(N)=N1,CHEMBL119302,=,=,Ki,nM,1.349,Log 1/Ki,,8.87
COCCOc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL333295,=,=,Ki,nM,398.11,Log 1/Ki,,6.4
CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL30937,=,=,Log 1/Ki app,,5.6,Log 1/Ki app,,5.6
Cc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL116322,=,=,Ki,nM,199.53,Log 1/Ki,,6.7
CCCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL332237,=,=,Log 1/Ki app,,9.01,Log 1/Ki app,,9.01
CC(=O)Nc1ccc(CC2CN=C(N)N=C2N)cc1[N+](=O)[O-],CHEMBL119762,=,=,Ki,nM,107.15,Log 1/Ki,,6.97
Cc1cc(CC2CN=C(N)N=C2N)cc(Cl)c1N,CHEMBL117105,=,=,Ki,nM,1.349,Log 1/Ki,,8.87
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,7.0,I50,M,7E-9
Nc1ncc(Cc2cc(O)cc(O)c2)c(N)n1,CHEMBL283279,=,=,Log 1/Ki app,,3.04,Log 1/Ki app,,3.04
Nc1ncc(Cc2cccc(O)c2)c(N)n1,CHEMBL30734,=,=,Log 1/Ki app,,6.47,Log 1/Ki app,,6.47
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Log 1/Ki app,,8.38,Log 1/Ki app,,8.38
COc1cc(Cc2cnc(N)nc2N)ccc1OCc1ccccc1,CHEMBL22146,=,=,Log 1/Ki app,,9.43,Log 1/Ki app,,9.43
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1,CHEMBL60913,=,=,Log 1/Ki app,,9.11,Log 1/Ki app,,9.11
COCCOc1ccc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL119326,=,=,Ki,nM,16.98,Log 1/Ki,,7.77
COc1cc(Cc2c(N)nc(N)nc2N)cc(OC)c1OC,CHEMBL149408,=,=,IC50,nM,10000.0,I50,M,0.00001
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31055,=,=,Log 1/Ki app,,6.57,Log 1/Ki app,,6.57
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,Log 1/Ki app,,6.93,Log 1/Ki app,,6.93
NC1=NCC(Cc2cccc(O)c2)C(N)=N1,CHEMBL332254,=,=,Ki,nM,338.84,Log 1/Ki,,6.47
Nc1ncc(Cc2ccc(O)c(O)c2)c(N)n1,CHEMBL279273,=,=,Log 1/Ki app,,6.46,Log 1/Ki app,,6.46
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,Log 1/Ki app,,6.65,Log 1/Ki app,,6.65
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,Log 1/Ki app,,7.72,Log 1/Ki app,,7.72
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL56757,=,=,Log 1/Ki app,,9.25,Log 1/Ki app,,9.25
COCCOc1cc(Cc2cnc(N)nc2N)ccc1OC,CHEMBL123013,=,=,Log 1/Ki app,,8.74,Log 1/Ki app,,8.74
COc1ccc(CC2CN=C(N)N=C2N)cc1O,CHEMBL119583,=,=,Ki,nM,144.54,Log 1/Ki,,6.84
NC1=NCC(Cc2ccc(-c3ccccc3)cc2)C(N)=N1,CHEMBL333695,=,=,Ki,nM,117.49,Log 1/Ki,,6.93
NC(=O)COc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL330799,=,=,Ki,nM,269.15,Log 1/Ki,,6.57
COc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL119403,=,=,Ki,nM,117.49,Log 1/Ki,,6.93
Nc1ncc(Cc2cccc(CO)c2)c(N)n1,CHEMBL32067,=,=,Log 1/Ki app,,6.28,Log 1/Ki app,,6.28
CCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31547,=,=,Log 1/Ki app,,6.86,Log 1/Ki app,,6.86
Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,CHEMBL274031,=,=,Log 1/Ki app,,6.99,Log 1/Ki app,,6.99
NC1=NCC(Cc2ccc(N)cc2)C(N)=N1,CHEMBL120572,=,=,Ki,nM,501.19,Log 1/Ki,,6.3
CCCCCCCOc1cccc(CC2CN=C(N)N=C2N)c1,CHEMBL118594,=,=,Ki,nM,407.38,Log 1/Ki,,6.39
COc1cc(CC2CN=C(N)N=C2N)ccc1OS(C)(=O)=O,CHEMBL119777,=,=,Ki,nM,11.48,Log 1/Ki,,7.94
NC1=NCC(Cc2ccccc2)C(N)=N1,CHEMBL331701,=,=,Ki,nM,660.69,Log 1/Ki,,6.18
COc1ccc(CC2CN=C(N)N=C2N)cc1,CHEMBL118414,=,=,Ki,nM,151.36,Log 1/Ki,,6.82
NC1=NCC(Cc2cc(I)c(O)c(I)c2)C(N)=N1,CHEMBL117584,=,=,Ki,nM,1.514,Log 1/Ki,,8.82
COc1ccc(CC2CN=C(N)N=C2N)cc1OC,CHEMBL117749,=,=,Ki,nM,19.05,Log 1/Ki,,7.72
COc1cc(Cc2c(N)nc(N)nc2Oc2ccccc2)cc(OC)c1OC,CHEMBL150863,>,>,IC50,nM,45000.0,I50,M,0.000045
Nc1ncc(Cc2cccc(I)c2)c(N)n1,CHEMBL29712,=,=,Log 1/Ki app,,7.23,Log 1/Ki app,,7.23
COc1cc(Cc2cnc(N)nc2N)ccc1O,CHEMBL59369,=,=,Log 1/Ki app,,9.05,Log 1/Ki app,,9.05
Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,CHEMBL56129,=,=,Log 1/Ki app,,7.92,Log 1/Ki app,,7.92
CCc1cc(CC2CN=C(N)N=C2N)cc(CC)c1CC,CHEMBL118032,=,=,Ki,nM,15.14,Log 1/Ki,,7.82
COc1ccc(CC2CN=C(N)N=C2N)cc1C(F)(F)F,CHEMBL119503,=,=,Ki,nM,20.42,Log 1/Ki,,7.69
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)c(F)c3)cnc2n1,CHEMBL19227,=,=,IC50,nM,10.0,I50,nM,10.0
N#Cc1cc(Cl)ccc1N/C(N)=N/C(=N)N,CHEMBL85364,=,=,IC50,nM,320.0,IC50,nM,320.0
N#Cc1cc(Cl)ccc1N/C(N)=N/C(=N)N,CHEMBL85364,=,=,IC50,nM,620.0,IC50,nM,620.0
N#Cc1cc(Cl)ccc1N/C(N)=N/C(=N)N,CHEMBL85364,=,=,Ratio,,1.9,Ratio,,1.9
N#Cc1cc(Cl)ccc1N/C(N)=N/C(=N)N,CHEMBL85364,=,=,Ki,nM,65.0,Ki,nM,65.0
CC1CC2N=C(N)N=C(N)C2CC1C,CHEMBL82825,=,=,IC50,nM,790.0,IC50,nM,790.0
CC1CC2N=C(N)N=C(N)C2CC1C,CHEMBL82825,=,=,IC50,nM,2100.0,IC50,nM,2100.0
CC1CC2N=C(N)N=C(N)C2CC1C,CHEMBL82825,=,=,Ratio,,2.6,Ratio,,2.6
CC1CC2N=C(N)N=C(N)C2CC1C,CHEMBL82825,=,=,Ki,nM,190.0,Ki,nM,190.0
COc1ccc(Cc2cnc(N)nc2N)cc1C(F)(F)F,CHEMBL277391,=,=,Log 1/C,,7.69,Log 1/C,,7.69
Nc1ncc(Cc2cccc(C(F)(F)F)c2)c(N)n1,CHEMBL19790,=,=,Log 1/C,,7.02,Log 1/C,,7.02
CC1CCC2C(N)=NC(N)=NC2C1,CHEMBL82985,=,=,IC50,nM,11000.0,IC50,nM,11000.0
CC1CCC2C(N)=NC(N)=NC2C1,CHEMBL82985,=,=,IC50,nM,24000.0,IC50,nM,24000.0
CC1CCC2C(N)=NC(N)=NC2C1,CHEMBL82985,=,=,Ratio,,2.3,Ratio,,2.3
CC1CCC2C(N)=NC(N)=NC2C1,CHEMBL82985,=,=,Ki,nM,23000.0,Ki,nM,23000.0
Nc1ncc(Cc2ccc(OC(F)(F)F)cc2)c(N)n1,CHEMBL19771,=,=,Log 1/C,,6.57,Log 1/C,,6.57
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,CHEMBL376180,=,=,IC50,nM,11.0,I50,nM,11.0
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,IC50,nM,500.0,I50,M,5E-7
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,IC50,nM,320.0,IC50,nM,320.0
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,IC50,nM,510.0,IC50,nM,510.0
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,Ratio,,1.6,Ratio,,1.6
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,Ki,nM,61.0,Ki,nM,61.0
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19113,=,=,Log 1/C,,6.89,Log 1/C,,6.89
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,IC50,nM,50.0,I50,M,5E-8
CCCCCCCc1c(O)nc2ccccc2c1O,CHEMBL80014,=,=,IC50,nM,48000.0,IC50,nM,48000.0
CCCCCCCc1c(O)nc2ccccc2c1O,CHEMBL80014,=,=,IC50,nM,120000.0,IC50,nM,120000.0
CCCCCCCc1c(O)nc2ccccc2c1O,CHEMBL80014,=,=,Ratio,,2.5,Ratio,,2.5
CCCCCCCc1c(O)nc2ccccc2c1O,CHEMBL80014,=,=,Ki,nM,11000.0,Ki,nM,11000.0
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1[N+](=O)[O-],CHEMBL18912,=,=,Log 1/C,,6.97,Log 1/C,,6.97
Nc1ncc(Cc2ccc([N+](=O)[O-])cc2)c(N)n1,CHEMBL19414,=,=,Log 1/C,,6.2,Log 1/C,,6.2
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,18.0,IC50,nM,18.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,37.0,IC50,nM,37.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ratio,,2.1,Ratio,,2.1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Ki,nM,3.8,Ki,nM,3.8
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,Log 1/C,,6.82,Log 1/C,,6.82
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,Log 1/C,,8.87,Log 1/C,,8.87
CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1CC,CHEMBL57582,=,=,IC50,nM,10.0,I50,M,1E-8
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,Log 1/C,,6.48,Log 1/C,,6.48
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,Log 1/C,,6.82,Log 1/C,,6.82
Cc1cc(CNC(=N)/N=C(/N)S)c(C)cc1CNC(=N)CC(=N)S,CHEMBL1160541,=,=,IC50,nM,109.0,IC50,nM,109.0
Cc1cc(CNC(=N)/N=C(/N)S)c(C)cc1CNC(=N)CC(=N)S,CHEMBL1160541,=,=,IC50,nM,302.0,IC50,nM,302.0
Cc1cc(CNC(=N)/N=C(/N)S)c(C)cc1CNC(=N)CC(=N)S,CHEMBL1160541,=,=,Ratio,,2.8,Ratio,,2.8
Cc1cc(CNC(=N)/N=C(/N)S)c(C)cc1CNC(=N)CC(=N)S,CHEMBL1160541,=,=,Ki,nM,26.0,Ki,nM,26.0
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,Log 1/C,,6.65,Log 1/C,,6.65
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,IC50,nM,400.0,IC50,nM,400.0
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,IC50,nM,1000.0,IC50,nM,1000.0
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,Ratio,,2.6,Ratio,,2.6
Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1,CHEMBL310759,=,=,Ki,nM,93.0,Ki,nM,93.0
Nc1ncc(Cc2ccc(O)c(O)c2)c(N)n1,CHEMBL279273,=,=,Log 1/C,,6.46,Log 1/C,,6.46
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,CHEMBL83547,=,=,IC50,nM,310.0,IC50,nM,310.0
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,CHEMBL83547,=,=,IC50,nM,820.0,IC50,nM,820.0
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,CHEMBL83547,=,=,Ratio,,2.6,Ratio,,2.6
Cc1ccc(Sc2cccc3nc(N)nc(N)c23)cc1,CHEMBL83547,=,=,Ki,nM,73.0,Ki,nM,73.0
COc1ccc(Cc2cnc(N)nc2N)cc1OC,CHEMBL19633,=,=,Log 1/C,,7.72,Log 1/C,,7.72
CCc1ccc(Cc2cnc(N)nc2N)cc1CC,CHEMBL293013,=,=,IC50,nM,90.0,I50,M,9E-8
Cc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL19406,=,=,Log 1/C,,6.7,Log 1/C,,6.7
COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL18967,=,=,Log 1/C,,6.93,Log 1/C,,6.93
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3F)cnc2n1,CHEMBL18925,=,=,IC50,nM,5.0,I50,nM,5.0
Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,CHEMBL274031,=,=,Log 1/C,,6.99,Log 1/C,,6.99
Nc1nc(N)[n+](-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,CHEMBL309713,=,=,IC50,nM,11000.0,IC50,nM,11000.0
Nc1nc(N)[n+](-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,CHEMBL309713,=,=,IC50,nM,16000.0,IC50,nM,16000.0
Nc1nc(N)[n+](-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,CHEMBL309713,=,=,Ratio,,1.5,Ratio,,1.5
Nc1nc(N)[n+](-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1,CHEMBL309713,=,=,Ki,nM,2000.0,Ki,nM,2000.0
Nc1ncc(Cc2cccc(F)c2)c(N)n1,CHEMBL19772,=,=,Log 1/C,,6.23,Log 1/C,,6.23
Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19672,=,=,Log 1/C,,6.3,Log 1/C,,6.3
Nc1ncc(Cc2ccc(F)cc2)c(N)n1,CHEMBL19780,=,=,Log 1/C,,6.35,Log 1/C,,6.35
CN(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19383,=,=,Log 1/C,,6.78,Log 1/C,,6.78
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CHEMBL22,=,=,IC50,nM,5.0,I50,M,5E-9
CC(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL61287,=,=,IC50,nM,1100.0,I50,M,0.0000011
CC(C)(C)c1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL59703,=,=,IC50,nM,400.0,I50,M,4E-7
Cc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1,CHEMBL82334,=,=,IC50,nM,190.0,IC50,nM,190.0
Cc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1,CHEMBL82334,=,=,IC50,nM,420.0,IC50,nM,420.0
Cc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1,CHEMBL82334,=,=,Ratio,,2.3,Ratio,,2.3
Cc1ccc(Oc2cccc3nc(N)nc(N)c23)cc1,CHEMBL82334,=,=,Ki,nM,41.0,Ki,nM,41.0
Nc1ncc(Cc2ccccc2)c(N)n1,CHEMBL265493,=,=,Log 1/C,,6.18,Log 1/C,,6.18
Nc1ncc(Cc2ccc(Cl)cc2)c(N)n1,CHEMBL280884,=,=,Log 1/C,,6.45,Log 1/C,,6.45
Nc1ncc(Cc2cccc(Br)c2)c(N)n1,CHEMBL18898,=,=,Log 1/C,,6.96,Log 1/C,,6.96
CCc1ccc(Cc2cnc(N)nc2N)cc1C(C)C,CHEMBL60883,=,=,IC50,nM,280.0,I50,M,2.8E-7
CCc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL60029,=,=,IC50,nM,650.0,I50,M,6.5E-7
Nc1nc(N)c2c(OCc3ccc(C(F)(F)F)cc3)cccc2n1,CHEMBL84108,=,=,IC50,nM,660.0,IC50,nM,660.0
Nc1nc(N)c2c(OCc3ccc(C(F)(F)F)cc3)cccc2n1,CHEMBL84108,=,=,IC50,nM,1100.0,IC50,nM,1100.0
Nc1nc(N)c2c(OCc3ccc(C(F)(F)F)cc3)cccc2n1,CHEMBL84108,=,=,Ratio,,1.7,Ratio,,1.7
Nc1nc(N)c2c(OCc3ccc(C(F)(F)F)cc3)cccc2n1,CHEMBL84108,=,=,Ki,nM,130.0,Ki,nM,130.0
Cc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL416177,=,=,Log 1/Ki app,,6.48,Log 1/Ki app,,6.48
Nc1ncc(Cc2ccc(OC(F)(F)F)cc2)c(N)n1,CHEMBL19771,=,=,Log 1/Ki app,,6.57,Log 1/Ki app,,6.57
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1[N+](=O)[O-],CHEMBL18912,=,=,Log 1/Ki app,,6.97,Log 1/Ki app,,6.97
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1,CHEMBL287241,=,=,Log 1/Ki app,,8.38,Log 1/Ki app,,8.38
Nc1ncc(Cc2cc(O)cc(O)c2)c(N)n1,CHEMBL283279,=,=,Log 1/Ki app,,3.04,Log 1/Ki app,,3.04
Nc1ncc(Cc2ccc(Br)cc2)c(N)n1,CHEMBL19293,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
Nc1ncc(Cc2cccc(Br)c2)c(N)n1,CHEMBL18898,=,=,Log 1/Ki app,,6.96,Log 1/Ki app,,6.96
CCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL31912,=,=,Log 1/Ki app,,6.07,Log 1/Ki app,,6.07
Cc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL19406,=,=,Log 1/Ki app,,6.7,Log 1/Ki app,,6.7
Nc1ncc(Cc2cccc(OCc3ccccc3)c2)c(N)n1,CHEMBL274031,=,=,Log 1/Ki app,,6.99,Log 1/Ki app,,6.99
Nc1ncc(Cc2cccc(C(F)(F)F)c2)c(N)n1,CHEMBL19790,=,=,Log 1/Ki app,,7.02,Log 1/Ki app,,7.02
CCCCCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL30937,=,=,Log 1/Ki app,,5.6,Log 1/Ki app,,5.6
COCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL418584,=,=,Log 1/Ki app,,6.4,Log 1/Ki app,,6.4
Nc1ncc(Cc2ccc(O)c(O)c2)c(N)n1,CHEMBL279273,=,=,Log 1/Ki app,,6.46,Log 1/Ki app,,6.46
Nc1ncc(Cc2cccc(O)c2)c(N)n1,CHEMBL30734,=,=,Log 1/Ki app,,6.47,Log 1/Ki app,,6.47
CCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31547,=,=,Log 1/Ki app,,6.86,Log 1/Ki app,,6.86
COCc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31462,=,=,Log 1/Ki app,,6.59,Log 1/Ki app,,6.59
COc1ccc(Cc2cnc(N)nc2N)cc1C(F)(F)F,CHEMBL277391,=,=,Log 1/Ki app,,7.69,Log 1/Ki app,,7.69
CC(=O)Nc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19113,=,=,Log 1/Ki app,,6.89,Log 1/Ki app,,6.89
Nc1ncc(Cc2ccc(F)cc2)c(N)n1,CHEMBL19780,=,=,Log 1/Ki app,,6.35,Log 1/Ki app,,6.35
COc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL19023,=,=,Log 1/Ki app,,6.82,Log 1/Ki app,,6.82
COCCOc1ccc(Cc2cnc(N)nc2N)cc1OCCOC,CHEMBL31402,=,=,Log 1/Ki app,,7.22,Log 1/Ki app,,7.22
Nc1ncc(Cc2cccc(Cl)c2)c(N)n1,CHEMBL417095,=,=,Log 1/Ki app,,6.65,Log 1/Ki app,,6.65
CCCCOc1ccc(Cc2cnc(N)nc2N)cc1,CHEMBL32793,=,=,Log 1/Ki app,,6.89,Log 1/Ki app,,6.89
CCCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31235,=,=,Log 1/Ki app,,6.25,Log 1/Ki app,,6.25
CCCCCCCOc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL285209,=,=,Log 1/Ki app,,6.39,Log 1/Ki app,,6.39
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL31055,=,=,Log 1/Ki app,,6.57,Log 1/Ki app,,6.57
CS(=O)(=O)Oc1cccc(Cc2cnc(N)nc2N)c1,CHEMBL434787,=,=,Log 1/Ki app,,6.92,Log 1/Ki app,,6.92
